2016_01_01_Gasóleo_33.06_A_0.21_Consumos de explotación_0100GoA530
2016_01_01_Material oficina_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Gasóleo_33.06_A_0.21_Consumos de explotación_0100GoA530
2016_01_01_Gasóleo_33.06_A_0.21_Consumos de explotación_0100GoA530
2016_01_01_Material oficina_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Lolaso_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Lolaso_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Lolaso_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Lolaso_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Lolaso_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Eo_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Hm_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Soy uno_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Soy dos_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Tres_40_A_0.21_Consumos de explotación_0100MaA400
2016_01_01_Cuatro_40_A_0.21_Consumos de explotación_0100MaA400
